score,s1,s2,name
8.285046e-06,8.285046e-06,8.285046e-06,S100
8.285046e-06,8.285046e-06,8.285046e-06,S94
8.285046e-06,8.285046e-06,8.285046e-06,S86
0.00028431416,0.00028431416,0.00028431416,S90
0.00047010183,0.00047010183,0.00047010183,S110
0.0005713105,0.0005713105,0.0005713105,S131
8.285046e-06,8.285046e-06,8.285046e-06,S115
7.081032e-05,7.081032e-05,7.081032e-05,S87
0.013595581,0.013595581,0.013595581,S82
0.013595581,0.013595581,0.013595581,S83
0.013595581,0.013595581,0.013595581,S98
0.0145224035,0.015449226,0.013595581,S124
0.0145224035,0.015449226,0.013595581,S119
5.9604645e-08,5.9604645e-08,5.9604645e-08,S154
5.9604645e-08,5.9604645e-08,5.9604645e-08,S2
5.9604645e-08,5.9604645e-08,5.9604645e-08,S1
5.9604645e-08,5.9604645e-08,5.9604645e-08,S14
5.9604645e-08,5.9604645e-08,5.9604645e-08,S15
5.9604645e-08,5.9604645e-08,5.9604645e-08,S10
5.9604645e-08,5.9604645e-08,5.9604645e-08,S7
5.9604645e-08,5.9604645e-08,5.9604645e-08,S16
5.9604645e-08,5.9604645e-08,5.9604645e-08,S24
5.9604645e-08,5.9604645e-08,5.9604645e-08,S148
5.9604645e-08,5.9604645e-08,5.9604645e-08,S152
5.9604645e-08,5.9604645e-08,5.9604645e-08,S144
5.9604645e-08,5.9604645e-08,5.9604645e-08,S27
5.9604645e-08,5.9604645e-08,5.9604645e-08,S18
5.9604645e-08,5.9604645e-08,5.9604645e-08,S145
5.9604645e-08,5.9604645e-08,5.9604645e-08,S151
5.9604645e-08,5.9604645e-08,5.9604645e-08,S143
5.9604645e-08,5.9604645e-08,5.9604645e-08,S149
5.9604645e-08,5.9604645e-08,5.9604645e-08,S139
2.861023e-05,4.6670437e-05,1.0550022e-05,S11
2.861023e-05,4.6670437e-05,1.0550022e-05,S137
2.861023e-05,4.6670437e-05,1.0550022e-05,S19
2.861023e-05,4.6670437e-05,1.0550022e-05,S156
2.861023e-05,4.6670437e-05,1.0550022e-05,S26
2.861023e-05,4.6670437e-05,1.0550022e-05,S32
2.861023e-05,4.6670437e-05,1.0550022e-05,S85
2.861023e-05,4.6670437e-05,1.0550022e-05,S20
6.580353e-05,0.00012999773,1.6093254e-06,S9
6.580353e-05,0.00012999773,1.6093254e-06,S36
6.580353e-05,0.00012999773,1.6093254e-06,S30
6.580353e-05,0.00012999773,1.6093254e-06,S147
5.3286552e-05,9.9003315e-05,7.56979e-06,S3
5.9336424e-05,0.00011861324,5.9604645e-08,S34
5.9336424e-05,0.00011861324,5.9604645e-08,S22
5.9336424e-05,0.00011861324,5.9604645e-08,S21
5.9336424e-05,0.00011861324,5.9604645e-08,S5
0.0024554431,0.0049108267,5.9604645e-08,S8
0.0024554431,0.0049108267,5.9604645e-08,S141
0.04938495,0.0986613,0.00010859966,S25
0.00078108907,0.0015475154,1.4662743e-05,S33
0.00078108907,0.0015475154,1.4662743e-05,S6
0.00078108907,0.0015475154,1.4662743e-05,S17
0.0017361343,5.197525e-05,0.0034202933,S136
0.0016843975,4.2259693e-05,0.0033265352,S140
